"TPLName","Alpine","Plant category","Life form","Lifespan","Reproduction frequency","Dormancy","Embryo","Seed.mass","Source","Macroregion","Region","Accession","Dish","Scarification","GA3","Stratification","Stratification_Y_N","Light","Alternating","Tmean","Tdif","Temperature","Sown","Germinated","Germinable","MGT","MGR","UNC","SYN"
"Linaria alpina","Strict","Herb","CH","perennial","polycarp",NA,0.48,"0.47087878787878801","Mondoni","Europe","Southern Alps","Italy 362SO NA NA","1","N","Y","None","N","Y","N",20,0,"20C","30",21,28,"NA","NA","0","NA"
"Saxifraga bryoides","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.0302","Mondoni","Europe","Southern Alps","Italy SO282 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","30",0,28,"NA","NA","0","NA"
"Festuca violacea","Strict","Grass","H","perennial","polycarp",NA,0.2,"1.4784","Mondoni","Europe","Southern Alps","Italy 401SO NA NA","1","N","N","None","N","Y","N",20,0,"20C","30",20,28,"NA","NA","0","NA"
"Linaria alpina","Strict","Herb","CH","perennial","polycarp",NA,0.48,"0.47087878787878801","Mondoni","Europe","Southern Alps","Italy 220SO NA NA","1","N","N","None","N","Y","Y",7.5,5,"5C","30",0,30,"NA","NA","0","NA"
"Gentiana verna","Generalist","Herb","H","perennial","polycarp","MPD",0.07,"0.0882666666666667","Mondoni","Europe","Southern Alps","Italy SO583 NA NA","1","N","Y","Cold","Y","Y","Y",15,10,"15C","50",37,42,"NA","NA","0","NA"
"Anemone alpina","Strict","Herb","H","perennial","polycarp","MPD",0.04,"4.4944","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",60,60,NA,NA,NA,NA
"Armeria alpina","Strict","Herb","H","perennial","polycarp",NA,0.95,"1.9264","Mondoni","Europe","Southern Alps","Italy SO846 NA NA","1","N","Y","None","N","Y","N",15,0,"15C","30",19,30,"NA","NA","0","NA"
"Cerastium arvense","Generalist","Herb","CH","perennial","polycarp","PD",0.74,"0.189","Mondoni","Europe","Southern Alps","Italy 14 AQ NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","30",27,28,"17.8888888888889","5.5900621118012403E-2","1.9803464138952","0.22792022792022801"
"Anemone alpina","Strict","Herb","H","perennial","polycarp","MPD",0.04,"4.4944","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",20,10,"20C","60",4,60,NA,NA,NA,NA
"Phyteuma hemisphaericum","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.11835555555555601","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",24,60,NA,NA,NA,NA
"Phyteuma hemisphaericum","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.11835555555555601","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","Y","None","N","Y","Y",20,10,"20C","60",60,60,NA,NA,NA,NA
"Luzula spicata","Strict","Grass","H","perennial","polycarp","PD",0.1,"0.263","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","N","N",0,0,"0C","60",0,60,NA,NA,NA,NA
"Anthyllis vulneraria","Generalist","Herb","H","perennial","monocarp, polycarp","PY",0.98,"3.48434","Mondoni","Europe","Southern Alps","Italy 440SO NA NA","1","Y","Y","None","N","Y","N",20,0,"20C","50",50,50,"NA","NA","0","NA"
"Achillea nana","Strict","Herb","H","perennial","polycarp",NA,1,"0.63089736842105304","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","N","N",0,0,"0C","60",0,60,NA,NA,NA,NA
"Gentiana clusii","Strict","Herb","H","perennial","polycarp","MPD",0.07,"0.44","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",31,60,NA,NA,NA,NA
"Achillea erba-rotta","Strict","Herb","H","perennial","polycarp",NA,1,"0.274","Mondoni","Europe","Southern Alps","Italy SO231 NA NA","1","N","N","Cold","Y","Y","Y",15,10,"15C","30",26,26,"NA","NA","0","NA"
"Sesleria caerulea","Generalist","Grass","H","perennial","polycarp",NA,0.09,"1.3264","Mondoni","Europe","Southern Alps","Italy 130 AQ NA NA","3","N","N","None","N","Y","N",15,0,"15C","50",40,42,"14.175000000000001","7.0546737213403904E-2","1.77371918941647","0.29358974358974399"
"Silene acaulis","Strict","Herb","CH","perennial","polycarp","PD",0.61,"0.3596","Mondoni","Europe","Southern Alps","Italy 340SO NA NA","1","N","N","None","N","Y","N",20,0,"20C","30",19,29,"NA","NA","0","NA"
"Pedicularis tuberosa","Strict","Herb","H","perennial","polycarp",NA,0.32,"0.5448","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",1,60,NA,NA,NA,NA
"Pedicularis tuberosa","Strict","Herb","H","perennial","polycarp",NA,0.32,"0.5448","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","Y","None","N","Y","Y",20,10,"20C","60",51,60,NA,NA,NA,NA
"Solidago virgaurea","Generalist","Herb","H","perennial","polycarp","PD",1,"0.468583333333333","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",57,60,NA,NA,NA,NA
"Veronica alpina","Strict","Herb","H","perennial","polycarp","PD",0.34,"0.049","Mondoni","Europe","Southern Alps","Italy 16BL NA NA","1","N","Y","None","N","Y","Y",15,10,"15C","30",29,30,"NA","NA","0","NA"
"Pedicularis tuberosa","Strict","Herb","H","perennial","polycarp",NA,0.32,"0.5448","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",20,10,"20C","60",0,60,NA,NA,NA,NA
"Pilosella officinarum","Generalist","Herb","H","perennial","polycarp",NA,1,"0.19785","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",36,60,NA,NA,NA,NA
"Artemisia genipi","Strict","Herb","CH","perennial","polycarp",NA,1,"0.22","Mondoni","Europe","Southern Alps","Italy SO072 NA NA","1","N","Y","None","N","Y","N",20,0,"20C","50",50,50,"NA","NA","0","NA"
"Artemisia umbelliformis","Strict","Herb","CH","perennial","polycarp",NA,1,"0.2899","Mondoni","Europe","Southern Alps","Italy 28 AQ NA NA","4","N","N","None","N","Y","N",15,0,"15C","50",42,42,"7.6666666666666696","0.13043478260869601","0.453716339186945","0.82346109175377502"
"Artemisia umbelliformis","Strict","Herb","CH","perennial","polycarp",NA,1,"0.2899","Mondoni","Europe","Southern Alps","Italy SO540 NA NA","1","N","Y","None","N","Y","Y",15,10,"15C","50",42,42,"NA","NA","0","NA"
"Primula farinosa","Generalist","Herb","H","perennial","polycarp","PD",0.46,"0.07","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",50,60,NA,NA,NA,NA
"Bartsia alpina","Generalist","Herb","G","perennial","polycarp","PD",0.38,"0.28","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",34,60,NA,NA,NA,NA
"Draba stylaris","Strict","Herb","T, H","annual, perennial","monocarp, polycarp",NA,1,"0.134833333333333","Mondoni","Europe","Southern Alps","Italy Alp_166 NA NA","3","N","N","None","N","Y","N",20,0,"20C","20",13,20,"13.4166666666667","7.4534161490683204E-2","1.41829583405449","0.439393939393939"
"Trifolium badium","Strict","Herb","H","perennial","polycarp",NA,0.99,"0.75","Mondoni","Europe","Southern Alps","Italy 89SO NA NA","1","N","N","None","N","Y","N",20,0,"20C","50",11,44,"NA","NA","0","NA"
"Saxifraga oppositifolia","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.11","Mondoni","Europe","Southern Alps","Italy SO595 NA NA","1","N","N","Cold","Y","Y","Y",20,10,"20C","30",3,25,"NA","NA","0","NA"
"Potentilla aurea","Strict","Herb","H","perennial","polycarp","PD",0.88,"0.32994062499999999","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",14,60,NA,NA,NA,NA
"Gentiana acaulis","Strict","Herb","H","perennial","polycarp","MPD",0.07,"0.306","Mondoni","Europe","Southern Alps","Italy SO573 NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","50",46,46,"NA","NA","0","NA"
"Bartsia alpina","Generalist","Herb","G","perennial","polycarp","PD",0.38,"0.28","Mondoni","Europe","Southern Alps","Italy Alp_086 NA NA","3","N","N","None","N","Y","N",10,0,"10C","20",0,18,"NA","NA","0","NA"
"Anemone vernalis","Strict","Herb","H","perennial","polycarp",NA,0.04,"1.8966","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",36,60,NA,NA,NA,NA
"Luzula spicata","Strict","Grass","H","perennial","polycarp","PD",0.1,"0.263","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",0,60,NA,NA,NA,NA
"Gnaphalium supinum","Strict","Herb","H","perennial","polycarp",NA,1,"0.0852","Mondoni","Europe","Southern Alps","Italy Alp_124 NA NA","3","N","N","None","N","Y","N",25,0,"25C","20",19,20,"7.7368421052631602","0.129251700680272","0.485460760745913","0.80116959064327498"
"Rumex alpestris","Strict","Herb","H","perennial","polycarp",NA,0.5,"1.2168","Mondoni","Europe","Southern Alps","Italy 62 AQ NA NA","1","N","Y","None","N","Y","Y",15,10,"15C","30",23,26,"12.478260869565201","8.0139372822299701E-2","1.40293423819539","0.38339920948616601"
"Artemisia glacialis","Strict","Herb","CH","perennial","polycarp",NA,1,"0.70511944444444397","Mondoni","Europe","Southern Alps","Italy 210 AQ NA NA","4","N","N","None","N","Y","N",15,0,"15C","50",48,49,"7.4375","0.13445378151260501","0.291548959499852","0.91755319148936199"
"Artemisia glacialis","Strict","Herb","CH","perennial","polycarp",NA,1,"0.70511944444444397","Mondoni","Europe","Southern Alps","Italy 210 AQ NA NA","1","N","N","None","N","Y","N",25,0,"25C","30",19,19,"10.3157894736842","9.6938775510204106E-2","1.1674367232867","0.47368421052631599"
"Artemisia glacialis","Strict","Herb","CH","perennial","polycarp",NA,1,"0.70511944444444397","Mondoni","Europe","Southern Alps","Italy 210 AQ NA NA","4","N","N","None","N","Y","N",15,0,"15C","50",45,45,"7.62222222222222","0.131195335276968","0.432750158788754","0.83434343434343405"
"Silene vulgaris","Generalist","Herb","H","perennial","polycarp",NA,0.61,"0.912","Mondoni","Europe","Southern Alps","Italy 392SO NA NA","1","N","N","None","N","Y","Y",20,10,"20C","30",15,27,"NA","NA","0","NA"
"Leontopodium nivale","Strict","Herb","H","perennial","polycarp",NA,1,"0.1366","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",60,60,NA,NA,NA,NA
"Antennaria dioica","Generalist","Herb","H","perennial","polycarp",NA,1,"0.06","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","Y","None","N","Y","Y",20,10,"20C","60",51,60,NA,NA,NA,NA
"Antennaria dioica","Generalist","Herb","H","perennial","polycarp",NA,1,"0.06","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",60,60,NA,NA,NA,NA
"Linaria alpina","Strict","Herb","CH","perennial","polycarp",NA,0.48,"0.47087878787878801","Mondoni","Europe","Southern Alps","Italy 362SO NA NA","1","N","Y","None","N","Y","Y",20,10,"20C","30",24,30,"NA","NA","0","NA"
"Gentiana clusii","Strict","Herb","H","perennial","polycarp","MPD",0.07,"0.44","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",10,10,"10C","60",0,60,NA,NA,NA,NA
"Silene vulgaris","Generalist","Herb","H","perennial","polycarp",NA,0.61,"0.912","Mondoni","Europe","Southern Alps","Italy 81 AQ NA NA","3","N","Y","None","N","Y","N",25,0,"25C","50",37,44,"9.4594594594594597","0.105714285714286","1.04323302645656","0.53303303303303295"
"Sibbaldia procumbens","Strict","Herb","H, CH","perennial","polycarp",NA,1,"0.758833333333333","Mondoni","Europe","Southern Alps","Italy 212SO NA NA","1","N","Y","None","N","Y","Y",15,10,"15C","50",26,50,"NA","NA","0","NA"
"Nardus stricta","Generalist","Grass","H","perennial","polycarp","PD",0.2,"0.4","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",24,60,NA,NA,NA,NA
"Rumex alpestris","Strict","Herb","H","perennial","polycarp",NA,0.5,"1.2168","Mondoni","Europe","Southern Alps","Italy 62 AQ NA NA","1","N","N","None","N","Y","Y",20,10,"20C","30",22,28,"12.409090909090899","8.0586080586080605E-2","1.14332010212777","0.48484848484848497"
"Achillea nana","Strict","Herb","H","perennial","polycarp",NA,1,"0.63089736842105304","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","Y","None","N","Y","Y",20,10,"20C","60",22,60,NA,NA,NA,NA
"Saxifraga oppositifolia","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.11","Mondoni","Europe","Southern Alps","Italy SO595 NA NA","1","N","N","Cold","Y","Y","Y",25,10,"25C","30",0,21,"NA","NA","0","NA"
"Achillea nana","Strict","Herb","H","perennial","polycarp",NA,1,"0.63089736842105304","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",20,10,"20C","60",23,60,NA,NA,NA,NA
"Achillea nana","Strict","Herb","H","perennial","polycarp",NA,1,"0.63089736842105304","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",10,10,"10C","60",2,60,NA,NA,NA,NA
"Silene vulgaris","Generalist","Herb","H","perennial","polycarp",NA,0.61,"0.912","Mondoni","Europe","Southern Alps","Italy 61 AQ NA NA","3","N","N","None","N","Y","N",25,0,"25C","50",46,50,"8.2173913043478297","0.12169312169312201","0.64341490671068","0.76328502415458899"
"Galium montis-arerae","Strict","Herb","H","perennial","polycarp",NA,0.16,"0.6704","Mondoni","Europe","Southern Alps","Italy BG339 NA NA","1","N","N","Cold","Y","Y","N",20,0,"20C","30",0,28,"NA","NA","0","NA"
"Minuartia verna","Generalist","Herb","CH","perennial","polycarp",NA,0.66,"0.18","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",6,60,NA,NA,NA,NA
"Festuca quadriflora","Strict","Grass","H","perennial","polycarp",NA,0.2,"1.2925727272727301","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",37,60,NA,NA,NA,NA
"Pedicularis tuberosa","Strict","Herb","H","perennial","polycarp",NA,0.32,"0.5448","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","N","N",0,0,"0C","60",0,60,NA,NA,NA,NA
"Rhinanthus glacialis","Generalist","Herb","T","annual","monocarp",NA,0.21,"2.2542300000000002","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",0,60,NA,NA,NA,NA
"Saxifraga oppositifolia","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.11","Mondoni","Europe","Southern Alps","Italy SO595 NA NA","1","N","N","None","N","Y","Y",7.5,5,"5C","30",1,20,"NA","NA","0","NA"
"Silene vulgaris","Generalist","Herb","H","perennial","polycarp",NA,0.61,"0.912","Mondoni","Europe","Southern Alps","Italy 61 AQ NA NA","1","N","Y","None","N","Y","N",25,0,"25C","30",30,30,"18.899999999999999","5.29100529100529E-2","1.34043881625794","0.50574712643678199"
"Silene vulgaris","Generalist","Herb","H","perennial","polycarp",NA,0.61,"0.912","Mondoni","Europe","Southern Alps","Italy 61 AQ NA NA","1","N","N","None","N","Y","N",20,0,"20C","30",25,30,"8.1199999999999992","0.123152709359606","0.634309554640566","0.72"
"Pilosella officinarum","Generalist","Herb","H","perennial","polycarp",NA,1,"0.19785","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",54,60,NA,NA,NA,NA
"Gentianella anisodonta","Strict","Herb","T, H","annual, perennial","monocarp",NA,0.21,"0.20184666666666701","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",10,10,"10C","60",0,60,NA,NA,NA,NA
"Gentianella anisodonta","Strict","Herb","T, H","annual, perennial","monocarp",NA,0.21,"0.20184666666666701","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",8,60,NA,NA,NA,NA
"Primula farinosa","Generalist","Herb","H","perennial","polycarp","PD",0.46,"0.07","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",46,60,NA,NA,NA,NA
"Linaria tonzigii","Strict","Herb","H","perennial","polycarp",NA,0.48,"0.4333","Mondoni","Europe","Southern Alps","Italy BG684 NA NA","3","N","Y","None","N","Y","Y",20,10,"20C","20",14,19,"NA","NA","0","NA"
"Campanula barbata","Strict","Herb","H","perennial","polycarp","PD",0.19,"0.1055","Mondoni","Europe","Southern Alps","Italy ALP_026 NA NA","3","N","N","None","N","Y","N",20,0,"20C","25",23,23,"10.9565217391304","9.1269841269841306E-2","0.987692508895803","0.48616600790513798"
"Achillea erba-rotta","Strict","Herb","H","perennial","polycarp",NA,1,"0.274","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",60,60,NA,NA,NA,NA
"Anemone vernalis","Strict","Herb","H","perennial","polycarp",NA,0.04,"1.8966","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",34,60,NA,NA,NA,NA
"Anemone vernalis","Strict","Herb","H","perennial","polycarp",NA,0.04,"1.8966","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",10,10,"10C","60",16,60,NA,NA,NA,NA
"Potentilla aurea","Strict","Herb","H","perennial","polycarp","PD",0.88,"0.32994062499999999","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","Y","None","N","Y","Y",20,10,"20C","60",44,60,NA,NA,NA,NA
"Potentilla aurea","Strict","Herb","H","perennial","polycarp","PD",0.88,"0.32994062499999999","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","Cold","Y","Y","Y",20,10,"20C","60",15,60,NA,NA,NA,NA
"Anemone vernalis","Strict","Herb","H","perennial","polycarp",NA,0.04,"1.8966","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","Y","Y",20,10,"20C","60",51,60,NA,NA,NA,NA
"Poa alpina","Strict","Grass","H","perennial","polycarp","PD",0.12,"0.3592","Tudela","Europe","Southern Alps","Italy Val Viola Dosde and Passo dello Stelvi 46 10","Merged","N","N","None","N","N","N",0,0,"0C","60",4,60,NA,NA,NA,NA
"Silene acaulis","Strict","Herb","CH","perennial","polycarp","PD",0.61,"0.3596","Mondoni","Europe","Southern Alps","Italy 46 AQ NA NA","1","N","N","None","N","Y","N",20,0,"20C","30",23,30,"9.1304347826087007","0.10952380952381","0.912316302754334","0.62845849802371501"
"Campanula scheuchzeri","Strict","Herb","H","perennial","polycarp","PD",0.19,"0.0572","Mondoni","Europe","Southern Alps","Italy 198 AQ NA NA","3","N","Y","None","N","Y","N",20,0,"20C","50",47,47,"7.7446808510638299","0.129120879120879","0.488966044138197","0.83811285846438499"
"Campanula scheuchzeri","Strict","Herb","H","perennial","polycarp","PD",0.19,"0.0572","Mondoni","Europe","Southern Alps","Italy SO615 NA NA","1","N","Y","None","N","Y","N",20,0,"20C","50",15,30,"NA","NA","0","NA"
